location,month,total_cases,new_cases,total_deaths,new_deaths,case_fatality_rate
Qatar,10,4003427.0,6796.0,6912.0,18.0,0.0017265208033017713
Qatar,11,4075334.0,6277.0,7030.0,5.0,0.0017250119867475893
Qatar,12,4383960.0,5001.0,7488.0,8.0,0.0017080447814304875
Romania,02,8.0,3.0,0.0,0.0,0.0
Romania,03,14734.0,2242.0,314.0,82.0,0.021311252884484867
Romania,04,222963.0,9995.0,11630.0,635.0,0.05216112090346829
Romania,05,507655.0,7017.0,32626.0,549.0,0.06426805606169544
Romania,06,680012.0,7713.0,43273.0,385.0,0.06363564172396957
Romania,07,1133525.0,23916.0,61343.0,692.0,0.054117024326768265
Romania,08,2170182.0,36654.0,92640.0,1278.0,0.04268766398394236
Romania,09,3212048.0,40032.0,127808.0,1204.0,0.03979018993489512
Romania,10,5464640.0,113767.0,179557.0,2143.0,0.032857974175792004
Romania,11,10889047.0,234023.0,272640.0,4363.0,0.025038003784904225
Romania,12,17531041.0,156901.0,426462.0,4436.0,0.024326108187186373
Russia,01,2.0,2.0,0.0,0.0,0.0
Russia,02,58.0,0.0,0.0,0.0,0.0
Russia,03,12224.0,2335.0,54.0,17.0,0.004417539267015707
Russia,04,1129437.0,104161.0,10123.0,1056.0,0.008962872652480839
Russia,05,8257093.0,299345.0,82313.0,3620.0,0.009968762614154884
Russia,06,16097579.0,241086.0,215268.0,4613.0,0.01337269411754401
Russia,07,23233041.0,191532.0,366477.0,4633.0,0.01577395744276438
Russia,08,28508044.0,153941.0,484136.0,3189.0,0.016982434852422706
Russia,09,32289140.0,178397.0,565674.0,3502.0,0.01751901722994171
Russia,10,42549555.0,435468.0,738104.0,7157.0,0.01734692642496496
Russia,11,57925419.0,669669.0,1000094.0,11704.0,0.017265200964709466
Russia,12,84102182.0,851411.0,1490416.0,16780.0,0.017721490270014635
Rwanda,03,579.0,75.0,0.0,0.0,0.0
Rwanda,04,4265.0,168.0,0.0,0.0,0.0
Rwanda,05,9340.0,127.0,2.0,1.0,0.00021413276231263382
Rwanda,06,18926.0,655.0,59.0,1.0,0.003117404628553313
Rwanda,07,46037.0,997.0,128.0,3.0,0.0027803723092295327
Rwanda,08,83766.0,2041.0,298.0,11.0,0.003557529307833727
Rwanda,09,137668.0,777.0,702.0,13.0,0.005099224220588662
Rwanda,10,154093.0,297.0,1002.0,6.0,0.006502566631839214
Rwanda,11,164524.0,797.0,1274.0,14.0,0.007743551092849675
Rwanda,12,216567.0,2449.0,1895.0,43.0,0.008750178928460937
Saint Kitts and Nevis,03,25.0,8.0,0.0,0.0,0.0
Saint Kitts and Nevis,04,385.0,7.0,0.0,0.0,0.0
Saint Kitts and Nevis,05,465.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,06,450.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,07,515.0,2.0,0.0,0.0,0.0
Saint Kitts and Nevis,08,527.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,09,530.0,2.0,0.0,0.0,0.0
Saint Kitts and Nevis,10,589.0,0.0,0.0,0.0,0.0
Saint Kitts and Nevis,11,593.0,3.0,0.0,0.0,0.0
Saint Kitts and Nevis,12,862.0,10.0,0.0,0.0,0.0
Saint Lucia,03,66.0,13.0,0.0,0.0,0.0
Saint Lucia,04,442.0,4.0,0.0,0.0,0.0
Saint Lucia,05,556.0,1.0,0.0,0.0,0.0
Saint Lucia,06,567.0,1.0,0.0,0.0,0.0
Saint Lucia,07,703.0,6.0,0.0,0.0,0.0
Saint Lucia,08,789.0,1.0,0.0,0.0,0.0
Saint Lucia,09,802.0,1.0,0.0,0.0,0.0
Saint Lucia,10,1254.0,51.0,0.0,0.0,0.0
Saint Lucia,11,5201.0,181.0,41.0,2.0,0.007883099403960777
Saint Lucia,12,8909.0,94.0,119.0,3.0,0.013357279155909754
Saint Vincent and the Grenadines,03,18.0,1.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,04,329.0,15.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,05,567.0,10.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,06,834.0,3.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,07,1233.0,25.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,08,1779.0,6.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,09,1894.0,4.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,10,2092.0,10.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,11,2400.0,11.0,0.0,0.0,0.0
Saint Vincent and the Grenadines,12,3070.0,36.0,0.0,0.0,0.0
Samoa,11,17.0,2.0,0.0,0.0,0.0
Samoa,12,62.0,0.0,0.0,0.0,0.0
San Marino,02,3.0,1.0,0.0,0.0,0.0
San Marino,03,3461.0,235.0,318.0,26.0,0.09188095926032938
San Marino,04,12054.0,333.0,1094.0,15.0,0.09075825452132072
San Marino,05,19843.0,102.0,1280.0,1.0,0.06450637504409615
San Marino,06,20723.0,27.0,1260.0,0.0,0.06080200743135646
San Marino,07,21661.0,1.0,1302.0,0.0,0.060108028253543236
San Marino,08,21784.0,16.0,1302.0,0.0,0.05976863753213368
San Marino,09,21717.0,17.0,1260.0,0.0,0.05801906340654787
San Marino,10,24252.0,196.0,1302.0,0.0,0.05368629391390401
San Marino,11,38064.0,684.0,1285.0,4.0,0.033758932324506094
San Marino,12,62595.0,816.0,1628.0,13.0,0.026008467129962458
Sao Tome and Principe,04,118.0,14.0,0.0,0.0,0.0
Sao Tome and Principe,05,7624.0,469.0,213.0,12.0,0.02793809024134313
Sao Tome and Principe,06,18865.0,231.0,367.0,1.0,0.01945401537238272
Sao Tome and Principe,07,23753.0,157.0,429.0,2.0,0.01806087652086052
Sao Tome and Principe,08,27436.0,25.0,465.0,0.0,0.01694853477183263
Sao Tome and Principe,09,27146.0,15.0,450.0,0.0,0.01657702792308259
Sao Tome and Principe,10,28809.0,34.0,468.0,1.0,0.016244923461418308
Sao Tome and Principe,11,29081.0,46.0,491.0,1.0,0.016883876070286442
Sao Tome and Principe,12,31257.0,23.0,527.0,0.0,0.016860223309978564
Saudi Arabia,03,12266.0,1563.0,39.0,10.0,0.003179520626120985
Saudi Arabia,04,262096.0,21190.0,2487.0,152.0,0.009488889567181491
Saudi Arabia,05,1660260.0,62508.0,9632.0,341.0,0.005801500969727633
Saudi Arabia,06,4063590.0,105562.0,31522.0,1146.0,0.007757180227335927
Saudi Arabia,07,7458294.0,85082.0,72783.0,1217.0,0.009758665989836282
Saudi Arabia,08,9232859.0,39867.0,105502.0,1031.0,0.011426796401851258
Saudi Arabia,09,9799409.0,18833.0,130519.0,871.0,0.013319068527499974
Saudi Arabia,10,10580404.0,12677.0,158905.0,634.0,0.01501880268466119
Saudi Arabia,11,10591512.0,10078.0,169969.0,494.0,0.01604766156144656
Saudi Arabia,12,11170841.0,5381.0,188279.0,327.0,0.0168545054038456
Senegal,02,0.0,0.0,0.0,0.0,
Senegal,03,1444.0,175.0,0.0,0.0,0.0
Senegal,04,12025.0,758.0,118.0,9.0,0.009812889812889813
Senegal,05,72254.0,2712.0,773.0,33.0,0.010698369640435131
Senegal,06,157369.0,3148.0,2115.0,70.0,0.013439749887207773
Senegal,07,264469.0,3439.0,4978.0,93.0,0.01882262193300538
Senegal,08,372440.0,3379.0,7738.0,79.0,0.02077650091289872
Senegal,09,432699.0,1371.0,8939.0,27.0,0.020658702700953782
Senegal,10,476074.0,634.0,9831.0,13.0,0.02065015102694119
Senegal,11,474263.0,473.0,9850.0,9.0,0.020769066952302837
Senegal,12,540600.0,3051.0,11170.0,77.0,0.02066222715501295
Serbia,02,0.0,0.0,0.0,0.0,
Serbia,03,5865.0,900.0,71.0,16.0,0.012105711849957373
Serbia,04,149995.0,8109.0,3059.0,163.0,0.020394013133771125
Serbia,05,324948.0,2403.0,6909.0,64.0,0.021261863436611395
Serbia,06,377220.0,3152.0,7697.0,34.0,0.02040453846561688
Serbia,07,618471.0,10988.0,13387.0,296.0,0.02164531562514653
Serbia,08,906472.0,5854.0,20614.0,140.0,0.02274091201934533
Serbia,09,976669.0,2145.0,22042.0,36.0,0.022568546764564042
Serbia,10,1146697.0,13403.0,24042.0,71.0,0.020966305833188714
Serbia,11,2898418.0,128484.0,32566.0,784.0,0.01123578448657164
Serbia,12,8500530.0,162485.0,76445.0,1607.0,0.008992968673717992
Seychelles,03,111.0,10.0,0.0,0.0,0.0
Seychelles,04,325.0,1.0,0.0,0.0,0.0
Seychelles,05,341.0,0.0,0.0,0.0,0.0
Seychelles,06,534.0,70.0,0.0,0.0,0.0
Seychelles,07,3122.0,33.0,0.0,0.0,0.0
Seychelles,08,3972.0,22.0,0.0,0.0,0.0
Seychelles,09,4195.0,8.0,0.0,0.0,0.0
Seychelles,10,4631.0,9.0,0.0,0.0,0.0
Seychelles,11,4863.0,30.0,0.0,0.0,0.0
Seychelles,12,6178.0,73.0,0.0,0.0,0.0
Sierra Leone,03,1.0,1.0,0.0,0.0,0.0
Sierra Leone,04,1108.0,123.0,28.0,7.0,0.02527075812274368
Sierra Leone,05,14797.0,737.0,869.0,39.0,0.058728120564979384
Sierra Leone,06,35399.0,601.0,1565.0,14.0,0.04421028842622673
Sierra Leone,07,51771.0,361.0,1991.0,7.0,0.03845782387823299
Sierra Leone,08,60266.0,199.0,2129.0,3.0,0.03532671821590947
Sierra Leone,09,63761.0,209.0,2153.0,2.0,0.033766722604727024
Sierra Leone,10,71801.0,135.0,2259.0,2.0,0.0314619573543544
Sierra Leone,11,71748.0,46.0,2220.0,0.0,0.03094162903495568
Sierra Leone,12,76929.0,199.0,2324.0,2.0,0.030209673855113157
Singapore,01,53.0,13.0,0.0,0.0,0.0
Singapore,02,1795.0,89.0,0.0,0.0,0.0
Singapore,03,11276.0,824.0,25.0,3.0,0.0022170982617949627
Singapore,04,188949.0,15243.0,282.0,12.0,0.0014924662210437738
Singapore,05,824865.0,18715.0,655.0,8.0,0.0007940693325574488
Singapore,06,1210239.0,9023.0,763.0,3.0,0.0006304539847088055
Singapore,07,1472037.0,8298.0,824.0,1.0,0.0005597685384266835
Singapore,08,1719511.0,4607.0,837.0,0.0,0.0004867662957666453
Singapore,09,1721643.0,953.0,810.0,0.0,0.00047048081396665857
Singapore,10,1794938.0,250.0,857.0,1.0,0.00047745381734633734
Singapore,11,1743530.0,203.0,843.0,1.0,0.0004835018611667135
Singapore,12,1809806.0,381.0,899.0,0.0,0.0004967383244391941
Slovakia,03,3440.0,363.0,0.0,0.0,0.0
Slovakia,04,28263.0,1033.0,260.0,23.0,0.009199306513816652
Slovakia,05,45753.0,125.0,832.0,5.0,0.01818459991694534
Slovakia,06,47133.0,146.0,840.0,0.0,0.01782190821717268
Slovakia,07,60846.0,625.0,869.0,1.0,0.014281957729349506
Slovakia,08,92437.0,1625.0,975.0,4.0,0.010547724396075165
Slovakia,09,187265.0,6224.0,1172.0,15.0,0.006258510666702266
Slovakia,10,891676.0,47523.0,3123.0,171.0,0.0035023932459772385
Slovakia,11,2567554.0,48265.0,15661.0,620.0,0.006099579599883781
Slovakia,12,4363337.0,73614.0,42931.0,1299.0,0.009839029165063344
Slovenia,02,0.0,0.0,0.0,0.0,
Slovenia,03,8609.0,802.0,83.0,15.0,0.009641073295388547
Slovenia,04,36605.0,627.0,1746.0,76.0,0.047698401857669714
Slovenia,05,45272.0,44.0,3191.0,17.0,0.07048506803322142
Slovenia,06,45374.0,127.0,3276.0,3.0,0.07219993829065104
Slovenia,07,58783.0,556.0,3500.0,8.0,0.059541023765374346
Slovenia,08,76193.0,727.0,3985.0,14.0,0.0523013925163729
Slovenia,09,121393.0,2807.0,4172.0,17.0,0.03436771477762309
Slovenia,10,454130.0,28617.0,6214.0,188.0,0.013683306542179552
Slovenia,11,1671542.0,41507.0,25265.0,1097.0,0.015114786227327821
Slovenia,12,3098836.0,46338.0,66877.0,1262.0,0.02158132924749809
Solomon Islands,10,87.0,8.0,0.0,0.0,0.0
Solomon Islands,11,458.0,9.0,0.0,0.0,0.0
Solomon Islands,12,527.0,0.0,0.0,0.0,0.0
Somalia,03,29.0,5.0,0.0,0.0,0.0
Somalia,04,5314.0,596.0,246.0,28.0,0.046292811441475346
Somalia,05,40774.0,1375.0,1679.0,50.0,0.04117820179526169
Somalia,06,77531.0,948.0,2587.0,12.0,0.033367298241993526
Somalia,07,95846.0,288.0,2866.0,3.0,0.029902134674373474
Somalia,08,100817.0,98.0,2905.0,5.0,0.02881458484184215
Somalia,09,102629.0,278.0,2938.0,1.0,0.0286273860214949
Somalia,10,118956.0,353.0,3117.0,5.0,0.02620296580248159
Somalia,11,129609.0,510.0,3263.0,9.0,0.02517572082185651
Somalia,12,143124.0,263.0,3824.0,17.0,0.026718090606746597
South Africa,02,0.0,0.0,0.0,0.0,
South Africa,03,10173.0,1353.0,12.0,5.0,0.0011795930404010617
South Africa,04,88044.0,4294.0,1363.0,98.0,0.015480895915678524
South Africa,05,497374.0,27036.0,9779.0,580.0,0.019661260942469852
South Africa,06,2421471.0,118526.0,48178.0,1974.0,0.019896170550875895
South Africa,07,10057917.0,341974.0,153218.0,5348.0,0.015233571722653905
South Africa,08,17952588.0,133858.0,359769.0,6144.0,0.02003995189997119
South Africa,09,19588033.0,47298.0,468375.0,2585.0,0.02391128297568214
South Africa,10,21710951.0,51113.0,563441.0,2542.0,0.02595192628825886
South Africa,11,22626679.0,64552.0,612357.0,2259.0,0.02706349438200807
South Africa,12,27842916.0,267157.0,751659.0,6934.0,0.026996418047592428
South America,02,19.0,4.0,0.0,0.0,0.0
South America,03,98589.0,14488.0,1890.0,376.0,0.01917049569424581
South America,04,2289002.0,165743.0,103066.0,8434.0,0.04502660985005692
South America,05,14566098.0,721449.0,719898.0,31273.0,0.049422844745380674
South America,06,46451110.0,1326739.0,1890677.0,45287.0,0.04070251496681134
South America,07,97147959.0,1873414.0,3528588.0,58204.0,0.036321792411511185
South America,08,162619105.0,2199846.0,5411316.0,58655.0,0.03327601636966333
South America,09,217278558.0,1762746.0,6915355.0,50832.0,0.03182713961126343
South America,10,275741071.0,1600356.0,8581843.0,41647.0,0.031122831897610205
South America,11,311343963.0,1465491.0,9312610.0,30657.0,0.02991100232124944
South America,12,377528996.0,2063883.0,10665068.0,37286.0,0.028249665887915006
South Korea,01,36.0,10.0,0.0,0.0,0.0
South Korea,02,12128.0,3139.0,83.0,16.0,0.006843667546174143
South Korea,03,244918.0,6636.0,2606.0,146.0,0.010640295935782588
South Korea,04,315431.0,988.0,6533.0,86.0,0.02071134416084659
South Korea,05,342959.0,729.0,8104.0,23.0,0.02362964669246178
South Korea,06,365805.0,1347.0,8337.0,11.0,0.022790831180547012
South Korea,07,423421.0,1486.0,9057.0,19.0,0.021390058594165144
South Korea,08,505449.0,5846.0,9557.0,23.0,0.018907941256190042
South Korea,09,673170.0,3707.0,11080.0,91.0,0.016459438180548746
South Korea,10,780435.0,2746.0,13711.0,51.0,0.01756840736256062
South Korea,11,888618.0,8017.0,14883.0,60.0,0.016748479099005422
South Korea,12,1463251.0,27117.0,20701.0,391.0,0.014147265233374179
South Sudan,04,191.0,35.0,0.0,0.0,0.0
South Sudan,05,12050.0,959.0,116.0,10.0,0.009626556016597511
South Sudan,06,49168.0,1013.0,780.0,28.0,0.015863976570126913
South Sudan,07,66680.0,315.0,1294.0,8.0,0.019406118776244752
South Sudan,08,76852.0,205.0,1454.0,1.0,0.018919481600999325
South Sudan,09,78188.0,177.0,1459.0,2.0,0.01866015245306185
South Sudan,10,87229.0,201.0,1680.0,9.0,0.019259649887078838
South Sudan,11,90188.0,204.0,1786.0,3.0,0.0198030780148135
South Sudan,12,101635.0,449.0,1923.0,2.0,0.018920647414768534
Spain,02,151.0,45.0,0.0,0.0,0.0
Spain,03,742546.0,95878.0,54579.0,8464.0,0.07350251701578084
Spain,04,5236777.0,117512.0,548160.0,16079.0,0.10467507018152578
Spain,05,7102653.0,26044.0,834880.0,2584.0,0.11754481036874531
Spain,06,7331192.0,9792.0,828405.0,1228.0,0.1129973133973302
Spain,07,8134290.0,39251.0,880773.0,90.0,0.10827902619650885
Spain,08,11159043.0,174336.0,889890.0,649.0,0.07974608575305248
Spain,09,18316260.0,306330.0,907525.0,2697.0,0.049547505877291544
Spain,10,29494693.0,416490.0,1046133.0,4087.0,0.035468516319190034
Spain,11,43932783.0,462509.0,1232707.0,9191.0,0.028058932665385665
Spain,12,55067758.0,280078.0,1497045.0,5768.0,0.0271855084421632
Sri Lanka,01,5.0,1.0,0.0,0.0,0.0
Sri Lanka,02,29.0,0.0,0.0,0.0,0.0
Sri Lanka,03,1471.0,142.0,6.0,2.0,0.004078857919782461
Sri Lanka,04,9067.0,520.0,193.0,5.0,0.021285982133009817
Sri Lanka,05,31986.0,970.0,279.0,3.0,0.008722566122678672
Sri Lanka,06,57101.0,414.0,330.0,1.0,0.005779233288383741
Sri Lanka,07,78455.0,768.0,341.0,0.0,0.0043464406347587786
Sri Lanka,08,90093.0,234.0,351.0,1.0,0.003895974160034631
Sri Lanka,09,97197.0,331.0,377.0,1.0,0.0038787205366420776
Sri Lanka,10,184458.0,7283.0,444.0,7.0,0.002407052011840094
Sri Lanka,11,519494.0,13324.0,1894.0,98.0,0.003645855390052628
Sri Lanka,12,1064723.0,19312.0,5033.0,86.0,0.00472705107337777
Sudan,03,48.0,7.0,21.0,2.0,0.4375
Sudan,04,2897.0,368.0,282.0,29.0,0.09734207801173628
Sudan,05,71755.0,4425.0,3524.0,255.0,0.049111560170022994
Sudan,06,221561.0,4572.0,13743.0,286.0,0.06202806450593742
Sudan,07,327938.0,2207.0,20766.0,174.0,0.06332294519085925
Sudan,08,385040.0,1610.0,24645.0,77.0,0.06400633700394764
Sudan,09,404872.0,457.0,25004.0,13.0,0.06175779011638246
Sudan,10,424972.0,158.0,25924.0,1.0,0.061001665992112424
Sudan,11,459778.0,4241.0,32767.0,412.0,0.07126700277090248
Sudan,12,686746.0,7455.0,42822.0,219.0,0.06235493180884927
Suriname,03,88.0,9.0,0.0,0.0,0.0
Suriname,04,300.0,1.0,28.0,1.0,0.09333333333333334
Suriname,05,342.0,13.0,31.0,0.0,0.09064327485380116
Suriname,06,7377.0,492.0,167.0,12.0,0.022637928697302426
Suriname,07,30514.0,1135.0,597.0,13.0,0.019564789932490004
Suriname,08,92088.0,2384.0,1430.0,45.0,0.015528624793675614
Suriname,09,137565.0,843.0,2785.0,33.0,0.020244975102678732
Suriname,10,157566.0,326.0,3352.0,7.0,0.021273625020626276
Suriname,11,158057.0,109.0,3436.0,6.0,0.021738992894968272
Suriname,12,172469.0,898.0,3654.0,5.0,0.021186416109561717
Sweden,02,55.0,14.0,0.0,0.0,0.0
Sweden,03,47284.0,4820.0,2164.0,385.0,0.04576600964385416
Sweden,04,391340.0,16767.0,40030.0,2201.0,0.1022895691725865
Sweden,05,938735.0,17060.0,110620.0,1809.0,0.11783943285378727
Sweden,06,1611074.0,29263.0,147740.0,938.0,0.09170280198178359
Sweden,07,2280371.0,9152.0,172871.0,410.0,0.07580827856519838
Sweden,08,2519171.0,7303.0,179378.0,78.0,0.07120517027228401
Sweden,09,2632351.0,8484.0,175654.0,72.0,0.06672894306268427
Sweden,10,3240753.0,31492.0,183290.0,45.0,0.05655784319261604
Sweden,11,5546377.0,118774.0,187539.0,743.0,0.03381288361753988
Sweden,12,10695430.0,194250.0,239282.0,2046.0,0.022372359035588096
Switzerland,01,0.0,0.0,0.0,0.0,
Switzerland,02,36.0,18.0,0.0,0.0,0.0
Switzerland,03,155101.0,16587.0,2566.0,433.0,0.016544058387760234
Switzerland,04,767858.0,12981.0,36069.0,1304.0,0.04697352895978163
Switzerland,05,943988.0,1276.0,57753.0,183.0,0.061179803133090675
Switzerland,06,935609.0,852.0,58301.0,43.0,0.06231342366309003
Switzerland,07,1033677.0,3518.0,61087.0,18.0,0.059096797161976126
Switzerland,08,1188157.0,6945.0,61790.0,25.0,0.05200491180879294
Switzerland,09,1438863.0,11105.0,61100.0,68.0,0.042464084488933275
Switzerland,10,2627252.0,100969.0,65473.0,223.0,0.02492071563747977
Switzerland,11,7765995.0,172821.0,105906.0,2518.0,0.013637145014901503
Switzerland,12,12135482.0,125224.0,196202.0,2830.0,0.016167631413404097
Syria,03,52.0,10.0,5.0,2.0,0.09615384615384616
Syria,04,921.0,33.0,72.0,1.0,0.0781758957654723
Syria,05,2083.0,79.0,104.0,2.0,0.04992798847815651
Syria,06,5546.0,157.0,202.0,4.0,0.03642264695275874
Syria,07,15250.0,478.0,754.0,34.0,0.04944262295081967
Syria,08,53007.0,2008.0,2193.0,69.0,0.04137189427811421
Syria,09,107816.0,1435.0,4803.0,88.0,0.044548119017585514
Syria,10,154191.0,1528.0,7486.0,88.0,0.048550174783223404
Syria,11,203042.0,2159.0,10500.0,129.0,0.05171343859891057
Syria,12,299051.0,3547.0,17320.0,294.0,0.05791654266329155
Taiwan,01,52.0,9.0,0.0,0.0,0.0
Taiwan,02,616.0,29.0,14.0,1.0,0.022727272727272728
Taiwan,03,3877.0,283.0,49.0,4.0,0.01263863812225948
Taiwan,04,11888.0,107.0,171.0,1.0,0.014384253028263795
Taiwan,05,13625.0,13.0,207.0,1.0,0.015192660550458715
Taiwan,06,13341.0,5.0,210.0,0.0,0.01574094895435125
Taiwan,07,14062.0,20.0,217.0,0.0,0.015431659792348172
Taiwan,08,14954.0,21.0,217.0,0.0,0.014511167580580447
Taiwan,09,15038.0,26.0,210.0,0.0,0.01396462295518021
Taiwan,10,16593.0,41.0,217.0,0.0,0.013077803893207979
Taiwan,11,18038.0,120.0,210.0,0.0,0.011642088923383967
Taiwan,12,23118.0,124.0,217.0,0.0,0.009386625140583095
Tajikistan,04,15.0,15.0,0.0,0.0,0.0
Tajikistan,05,51539.0,3915.0,915.0,47.0,0.017753545858476105
Tajikistan,06,152296.0,1970.0,1501.0,5.0,0.0098558071124652
Tajikistan,07,208547.0,1509.0,1739.0,8.0,0.00833864788273147
Tajikistan,08,249268.0,1174.0,1993.0,8.0,0.007995410562125905
Tajikistan,09,275116.0,1186.0,2168.0,8.0,0.007880312304627867
Tajikistan,10,322893.0,1248.0,2469.0,6.0,0.0076464958980219455
Tajikistan,11,348944.0,1177.0,2540.0,4.0,0.007279104956669265
Tajikistan,12,396783.0,1102.0,2743.0,4.0,0.006913098595453938
Tanzania,03,163.0,19.0,1.0,1.0,0.006134969325153374
Tanzania,04,4575.0,461.0,171.0,15.0,0.037377049180327866
Tanzania,05,15576.0,29.0,616.0,5.0,0.03954802259887006
Tanzania,06,15270.0,0.0,630.0,0.0,0.0412573673870334
Tanzania,07,15779.0,0.0,651.0,0.0,0.0412573673870334
Tanzania,08,15779.0,0.0,651.0,0.0,0.0412573673870334
Tanzania,09,15270.0,0.0,630.0,0.0,0.0412573673870334
Tanzania,10,15779.0,0.0,651.0,0.0,0.0412573673870334
Tanzania,11,15270.0,0.0,630.0,0.0,0.0412573673870334
Tanzania,12,15779.0,0.0,651.0,0.0,0.0412573673870334
Thailand,01,96.0,15.0,0.0,0.0,0.0
Thailand,02,933.0,23.0,0.0,0.0,0.0
Thailand,03,13480.0,1609.0,72.0,10.0,0.005341246290801187
Thailand,04,77098.0,1303.0,1181.0,44.0,0.015318166489403097
Thailand,05,93701.0,127.0,1730.0,3.0,0.018462983319281544
Thailand,06,93991.0,90.0,1739.0,1.0,0.018501771446202298
Thailand,07,100363.0,139.0,1798.0,0.0,0.017914968663750586
Thailand,08,104473.0,102.0,1798.0,0.0,0.017210188278311143
Thailand,09,104554.0,157.0,1752.0,1.0,0.016756891175851715
Thailand,10,114072.0,215.0,1829.0,0.0,0.01603373308086121
Thailand,11,116509.0,224.0,1796.0,1.0,0.015415118145379327
Thailand,12,154099.0,3155.0,1866.0,3.0,0.012109098696292644
Timor,03,10.0,1.0,0.0,0.0,0.0
Timor,04,365.0,23.0,0.0,0.0,0.0
Timor,05,744.0,0.0,0.0,0.0,0.0
Timor,06,720.0,0.0,0.0,0.0,0.0
Timor,07,744.0,0.0,0.0,0.0,0.0
Timor,08,787.0,3.0,0.0,0.0,0.0
Timor,09,812.0,1.0,0.0,0.0,0.0
Timor,10,894.0,2.0,0.0,0.0,0.0
Timor,11,900.0,0.0,0.0,0.0,0.0
Timor,12,1054.0,14.0,0.0,0.0,0.0
Togo,03,278.0,34.0,5.0,1.0,0.017985611510791366
Togo,04,2313.0,82.0,133.0,8.0,0.057501080847384346
Togo,05,8434.0,326.0,346.0,4.0,0.04102442494664454
Togo,06,16202.0,208.0,397.0,1.0,0.02450314775953586
Togo,07,23804.0,291.0,487.0,5.0,0.020458746429171566
Togo,08,36091.0,459.0,776.0,9.0,0.021501205286636557
Togo,09,48078.0,384.0,1165.0,20.0,0.024231457215358375
Togo,10,63293.0,547.0,1577.0,9.0,0.024915867473496278
Togo,11,80374.0,643.0,1824.0,7.0,0.02269390598949909
Togo,12,102862.0,659.0,2054.0,4.0,0.01996850148742976
Trinidad and Tobago,03,757.0,87.0,16.0,3.0,0.021136063408190225
Trinidad and Tobago,04,3315.0,29.0,229.0,5.0,0.06907993966817497
Trinidad and Tobago,05,3598.0,1.0,248.0,0.0,0.0689271817676487
Trinidad and Tobago,06,3629.0,13.0,240.0,0.0,0.06613392119041059
Trinidad and Tobago,07,4310.0,39.0,248.0,0.0,0.05754060324825986
Trinidad and Tobago,08,22008.0,1590.0,363.0,14.0,0.01649400218102508
Trinidad and Tobago,09,98238.0,2772.0,1606.0,54.0,0.01634805268836906
Trinidad and Tobago,10,161320.0,1161.0,2927.0,32.0,0.018144061492685347
Trinidad and Tobago,11,184145.0,977.0,3393.0,12.0,0.018425697140840098
Trinidad and Tobago,12,214764.0,481.0,3820.0,7.0,0.01778696615820156
Tunisia,03,2476.0,394.0,64.0,10.0,0.025848142164781908
Tunisia,04,23056.0,600.0,940.0,31.0,0.04077029840388619
Tunisia,05,32212.0,83.0,1414.0,7.0,0.04389668446541661
Tunisia,06,33677.0,97.0,1482.0,2.0,0.04400629509754432
Tunisia,07,41174.0,361.0,1550.0,0.0,0.03764511584980813
Tunisia,08,72295.0,2268.0,1856.0,27.0,0.025672591465523205
Tunisia,09,273502.0,14610.0,4155.0,188.0,0.015191845032211831
Tunisia,10,1173458.0,41400.0,19777.0,1052.0,0.01685360703152563
Tunisia,11,2394119.0,36956.0,70287.0,1943.0,0.029358189797583163
Tunisia,12,3603614.0,42371.0,123765.0,1416.0,0.03434468841557392
Turkey,03,58776.0,13531.0,976.0,214.0,0.01660541717707908
Turkey,04,2098207.0,106673.0,49592.0,2960.0,0.023635418240430996
Turkey,05,4521709.0,43738.0,124363.0,1366.0,0.02750353903800532
Turkey,06,5429570.0,35964.0,145450.0,591.0,0.026788493379770406
Turkey,07,6712753.0,30967.0,168344.0,560.0,0.02507823541250512
Turkey,08,7744882.0,39260.0,185746.0,679.0,0.023983063912400474
Turkey,09,8864996.0,48530.0,217574.0,1825.0,0.024543045479095534
Turkey,10,10707361.0,56704.0,285171.0,2057.0,0.026633173197391963
Turkey,11,13199045.0,263480.0,352112.0,3494.0,0.026677081561582675
Turkey,12,51443548.0,746580.0,534205.0,7135.0,0.010384295422236428
Uganda,03,211.0,44.0,0.0,0.0,0.0
Uganda,04,1797.0,39.0,0.0,0.0,0.0
Uganda,05,5937.0,334.0,0.0,0.0,0.0
Uganda,06,21150.0,472.0,0.0,0.0,0.0
Uganda,07,32169.0,265.0,15.0,3.0,0.00046628741956542013
Uganda,08,54950.0,1818.0,467.0,29.0,0.008498635122838945
Uganda,09,161746.0,5157.0,1679.0,43.0,0.010380473087433383
Uganda,10,320818.0,4366.0,2919.0,36.0,0.00909861666115991
Uganda,11,489403.0,7964.0,4626.0,94.0,0.009452332740093543
